MSFT (Microsoft Corporation),188.74,2.5498
Feb 11 2020 @ 08:31 ET,Bid,191.23,Ask,191.25,Size,18x19,Vol,35844267
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
02/28/2020,MSFT200228C00192500,2.71,1.3,2.69,2.77,1587,0.2482,0.3585,0.0358,1588,192.500,MSFT200228P00192500,7.85,-2.4,6.75,6.9,27,0.2933,-0.6148,0.031,42
02/28/2020,MSFT200228C00195000,2.03,0.97,2,2.05,2426,0.2556,0.2819,0.0315,2614,195.000,MSFT200228P00195000,8.95,-3.375,8.5,8.7,64,0.3041,-0.6805,0.0279,44
02/28/2020,MSFT200228C00197500,1.51,0.715,1.48,1.55,583,0.2651,0.2205,0.0266,667,197.500,MSFT200228P00197500,11.25,-3.3,10.55,10.7,17,0.3193,-0.733,0.0244,27
02/28/2020,MSFT200228C00200000,1.15,0.52,1.11,1.17,3920,0.2745,0.1715,0.0221,3844,200.000,MSFT200228P00200000,13.58,-3.345,12.45,13,14,0.329,-0.7801,0.0213,26
02/28/2020,MSFT200228C00202500,0.88,0.375,0.87,0.95,451,0.2858,0.1349,0.0181,404,202.500,MSFT200228P00202500,16.95,-2.425,14.55,15.65,5,0.3529,-0.8084,0.0183,15
02/28/2020,MSFT200228C00205000,0.68,0.26,0.66,0.72,1029,0.299,0.1081,0.0148,1409,205.000,MSFT200228P00205000,0,0,16.85,17.95,0,0.373,-0.8333,0.0158,0
02/28/2020,MSFT200228C00210000,0.48,0.16,0.47,0.49,1357,0.3285,0.0736,0.0101,1145,210.000,MSFT200228P00210000,22.65,-4.025,21.95,22.4,77,0.4246,-0.8626,0.0122,73
02/28/2020,MSFT200228C00215000,0.37,0.115,0.34,0.36,147,0.3605,0.0539,0.0072,3056,215.000,MSFT200228P00215000,27.6,-4.075,26.8,27.15,45,0.4747,-0.8824,0.0098,52
02/28/2020,MSFT200228C00220000,0.28,0.28,0.27,0.3,574,0.3954,0.0427,0.0055,573,220.000,MSFT200228P00220000,0,0,31.6,32.55,0,0.5358,-0.8906,0.0082,0
02/28/2020,MSFT200228C00225000,0.22,0.22,0.19,0.27,2479,0.4243,0.0332,0.0042,2374,225.000,MSFT200228P00225000,0,0,36.4,37.45,0,0.5773,-0.9042,0.0069,0
03/06/2020,MSFT200306C00140000,42,0,46.3,51,0,0.02,1,0.0026,10,140.000,MSFT200306P00140000,0.08,-0.005,0,0.08,10,0.4817,-0.0078,0.0009,88
03/06/2020,MSFT200306C00142000,37.55,0,44.85,48.35,0,0.02,1,0.0027,19,142.000,MSFT200306P00142000,0.18,0,0,0.15,0,0.4743,-0.0096,0.0011,3
03/06/2020,MSFT200306C00143000,0,0,43.85,47.35,0,0.02,1,0.0028,0,143.000,MSFT200306P00143000,0.12,0,0,0.15,0,0.4639,-0.0098,0.0011,2
03/06/2020,MSFT200306C00144000,0,0,42.4,46.35,0,0.02,1,0.0029,0,144.000,MSFT200306P00144000,0,0,0,0.16,0,0.457,-0.0105,0.0012,0
03/06/2020,MSFT200306C00145000,26.33,0,42.1,44.55,0,0.02,1,0.003,3,145.000,MSFT200306P00145000,0.07,-0.04,0,0.17,6,0.4504,-0.0112,0.0013,194
03/06/2020,MSFT200306C00146000,32.26,0,40.85,44.35,0,0.02,1,0.003,1,146.000,MSFT200306P00146000,0,0,0.02,0.18,0,0.4517,-0.0133,0.0015,0
03/06/2020,MSFT200306C00147000,0,0,39.85,43.35,0,0.02,1,0.0031,0,147.000,MSFT200306P00147000,0.1,0,0.02,0.19,0,0.4421,-0.0137,0.0016,26
03/06/2020,MSFT200306C00148000,0,0,38.5,42.35,0,0.02,1,0.0033,0,148.000,MSFT200306P00148000,0.08,-0.06,0.05,0.2,521,0.4496,-0.0173,0.0019,513
03/06/2020,MSFT200306C00149000,15.15,0,37.65,41.35,0,0.02,1,0.0033,1,149.000,MSFT200306P00149000,0.18,0.03,0.04,0.22,1,0.4313,-0.0163,0.0019,19
03/06/2020,MSFT200306C00150000,33.35,0,36.85,40.4,0,0.02,1,0.0035,82,150.000,MSFT200306P00150000,0.12,-0.03,0.01,0.15,6,0.4154,-0.0157,0.0019,425
03/06/2020,MSFT200306C00152500,29.48,0,34.4,37.9,0,0.02,1,0.0038,10,152.500,MSFT200306P00152500,0.15,-0.03,0.09,0.18,2,0.3968,-0.0183,0.0023,274
03/06/2020,MSFT200306C00155000,32.75,3.55,31.9,35.4,5,0.02,1,0.0042,27,155.000,MSFT200306P00155000,0.16,-0.055,0.12,0.22,35,0.3824,-0.0226,0.0028,239
03/06/2020,MSFT200306C00157500,28.65,2.05,29.7,32.9,2,0.02,1,0.0045,66,157.500,MSFT200306P00157500,0.22,-0.055,0.14,0.26,12,0.3715,-0.0291,0.0036,581
03/06/2020,MSFT200306C00160000,27.42,2.52,27,30.45,1,0.02,0.9975,0,267,160.000,MSFT200306P00160000,0.23,-0.11,0.2,0.28,43,0.3514,-0.034,0.0043,1055
03/06/2020,MSFT200306C00162500,25.25,3.15,24.85,28.65,1,0.02,1,0.0072,105,162.500,MSFT200306P00162500,0.3,-0.14,0.24,0.36,64,0.3399,-0.0436,0.0055,369
03/06/2020,MSFT200306C00165000,22.88,3.23,22.4,25,8,0.3154,0.9481,0.0065,867,165.000,MSFT200306P00165000,0.38,-0.21,0.33,0.43,142,0.3257,-0.0546,0.0069,781
03/06/2020,MSFT200306C00167500,19.3,2.025,20.4,22.35,9,0.02,1,0.008,399,167.500,MSFT200306P00167500,0.49,-0.305,0.44,0.55,370,0.3159,-0.0712,0.0087,653
03/06/2020,MSFT200306C00170000,18.75,3.875,17,19.7,183,0.02,1,0.0113,1354,170.000,MSFT200306P00170000,0.66,-0.4,0.6,0.73,202,0.307,-0.0929,0.0109,1123
03/06/2020,MSFT200306C00172500,16.87,4.12,16.75,17.25,28,0.2305,0.9302,0.0114,1067,172.500,MSFT200306P00172500,0.89,-0.54,0.83,0.94,155,0.2987,-0.1208,0.0136,637
03/06/2020,MSFT200306C00175000,13.8,3.125,14.45,15.8,178,0.2799,0.8503,0.0166,1977,175.000,MSFT200306P00175000,1.21,-0.72,1.12,1.26,687,0.2939,-0.1581,0.0166,1091
03/06/2020,MSFT200306C00177500,12.2,3.325,12.45,13.6,95,0.2675,0.8111,0.0203,1009,177.500,MSFT200306P00177500,1.66,-0.925,1.52,1.7,271,0.2898,-0.2037,0.0197,560
03/06/2020,MSFT200306C00180000,10.65,3.475,10.25,10.75,399,0.2489,0.7673,0.0247,1506,180.000,MSFT200306P00180000,2.17,-1.23,2.02,2.2,1062,0.2849,-0.2565,0.0228,782
03/06/2020,MSFT200306C00182500,8.89,3.14,8.6,8.95,807,0.2514,0.6968,0.028,1239,182.500,MSFT200306P00182500,2.86,-1.615,2.72,2.98,114,0.285,-0.3194,0.0253,276
03/06/2020,MSFT200306C00185000,7.29,2.79,7,7.4,1979,0.2513,0.6215,0.0305,1570,185.000,MSFT200306P00185000,3.75,-2,3.65,3.9,734,0.2823,-0.3861,0.0274,810
03/06/2020,MSFT200306C00187500,5.8,2.325,5.7,5.9,1310,0.2551,0.5421,0.0314,1218,187.500,MSFT200306P00187500,5.2,-1.975,4.7,5,56,0.2861,-0.4571,0.028,37
03/06/2020,MSFT200306C00190000,4.63,1.96,4.6,4.75,2041,0.2548,0.4632,0.0315,5696,190.000,MSFT200306P00190000,6.5,-2.4,6.15,6.35,18,0.2883,-0.5269,0.0279,14
03/06/2020,MSFT200306C00192500,3.65,1.605,3.6,3.75,1140,0.2602,0.3895,0.0298,981,192.500,MSFT200306P00192500,9.26,-1.49,7.35,7.85,7,0.2934,-0.5927,0.0267,5
03/06/2020,MSFT200306C00195000,2.87,1.3,2.73,2.95,932,0.2644,0.3224,0.0274,1858,195.000,MSFT200306P00195000,10.8,-1.95,9.2,9.55,3,0.2982,-0.6532,0.0249,3
03/06/2020,MSFT200306C00197500,2.1,0.87,2.12,2.34,843,0.269,0.2635,0.0245,546,197.500,MSFT200306P00197500,11.94,-2.985,10.3,12.2,1,0.3056,-0.7057,0.0227,1
03/06/2020,MSFT200306C00200000,1.76,0.805,1.75,1.8,4578,0.2762,0.2153,0.0214,4372,200.000,MSFT200306P00200000,13.65,-3.625,12.1,14.45,2,0.2893,-0.7706,0.0211,2
03/06/2020,MSFT200306C00202500,1.39,0.62,1.31,1.5,221,0.283,0.175,0.0184,497,202.500,MSFT200306P00202500,0,0,14.25,16.6,0,0.3301,-0.7828,0.0179,0
03/06/2020,MSFT200306C00205000,1.13,0.505,1.05,1.16,718,0.2922,0.1438,0.0157,1000,205.000,MSFT200306P00205000,0,0,16.4,18.95,0,0.3384,-0.8153,0.0158,0
03/06/2020,MSFT200306C00210000,0.77,0.31,0.7,0.79,2410,0.3131,0.1001,0.0113,1645,210.000,MSFT200306P00210000,0,0,20.8,23.85,0,0.3764,-0.8508,0.0123,0
03/06/2020,MSFT200306C00215000,0.57,0.185,0.52,0.57,657,0.3344,0.0718,0.0083,694,215.000,MSFT200306P00215000,0,0,25.75,28.7,0,0.4109,-0.877,0.0099,0
03/06/2020,MSFT200306C00220000,0.45,0.45,0.37,0.52,25,0.3603,0.0554,0.0063,25,220.000,MSFT200306P00220000,0,0,30.45,33.6,0,0.45,-0.8929,0.0081,0
03/06/2020,MSFT200306C00225000,0.36,0.36,0.35,0.37,12,0.392,0.0468,0.005,8,225.000,MSFT200306P00225000,0,0,35.1,38.55,0,0.4881,-0.9048,0.0069,0
03/13/2020,MSFT200313C00142000,0,0,46.5,47.1,0,0.02,0.9557,0.0027,0,142.000,MSFT200313P00142000,0.09,0,0.03,0.15,0,0.4268,-0.0105,0.0012,11
03/13/2020,MSFT200313C00143000,31.18,0,45.5,46.1,0,0.02,0.9558,0.0028,3,143.000,MSFT200313P00143000,0,0,0.04,0.16,0,0.4232,-0.0116,0.0013,0
03/13/2020,MSFT200313C00144000,0,0,44.5,45.1,0,0.02,0.956,0.0029,0,144.000,MSFT200313P00144000,0.36,0,0.05,0.16,0,0.4201,-0.0129,0.0014,10
03/13/2020,MSFT200313C00145000,0,0,43.5,44.15,0,0.02,0.955,0.003,0,145.000,MSFT200313P00145000,0.15,-0.01,0.06,0.17,1,0.4156,-0.014,0.0015,4
03/13/2020,MSFT200313C00146000,0,0,42.5,43.15,0,0.02,0.955,0.0031,0,146.000,MSFT200313P00146000,0.21,0,0.07,0.18,0,0.411,-0.0152,0.0017,4
03/13/2020,MSFT200313C00147000,25.44,0,41.5,42.15,0,0.02,0.9551,0.0032,27,147.000,MSFT200313P00147000,0.14,-0.035,0.08,0.19,4,0.406,-0.0165,0.0018,14
03/13/2020,MSFT200313C00148000,24.5,0,40.45,41.2,0,0.02,0.955,0.0033,5,148.000,MSFT200313P00148000,0.18,0,0.15,0.2,0,0.4027,-0.0182,0.002,2
03/13/2020,MSFT200313C00149000,30.64,0,39.45,40.2,0,0.02,0.9551,0.0034,2,149.000,MSFT200313P00149000,0.25,0,0.11,0.21,0,0.3967,-0.0195,0.0021,5
03/13/2020,MSFT200313C00150000,21.14,0,38.45,39.2,0,0.02,0.9551,0.0035,2,150.000,MSFT200313P00150000,0.17,-0.07,0.13,0.22,27,0.3939,-0.0217,0.0024,39
03/13/2020,MSFT200313C00152500,18.5,0,35.95,36.75,0,0.02,0.9536,0.0038,1,152.500,MSFT200313P00152500,0.2,-0.08,0.12,0.26,2,0.3804,-0.0261,0.0028,91
03/13/2020,MSFT200313C00155000,16.57,0,33.45,34.25,0,0.02,0.9532,0.0042,6,155.000,MSFT200313P00155000,0.26,-0.065,0.18,0.3,2,0.3679,-0.0318,0.0035,135
03/13/2020,MSFT200313C00157500,14.82,0,31,31.8,0,0.02,0.9492,0.0047,7,157.500,MSFT200313P00157500,0.3,-0.09,0.25,0.32,12,0.3474,-0.0358,0.0041,624
03/13/2020,MSFT200313C00160000,27.33,2.93,28.45,29.35,1,0.02,1,0.0053,73,160.000,MSFT200313P00160000,0.38,-0.11,0.31,0.39,73,0.3338,-0.0434,0.0049,450
03/13/2020,MSFT200313C00162500,21.65,0,26,27.05,0,0.02,1,0.0064,3,162.500,MSFT200313P00162500,0.47,-0.15,0.38,0.46,28,0.325,-0.0554,0.0062,544
03/13/2020,MSFT200313C00165000,22.45,2.725,23.5,24.7,2,0.02,1,0.0076,32,165.000,MSFT200313P00165000,0.58,-0.225,0.5,0.56,179,0.3151,-0.0697,0.0076,578
03/13/2020,MSFT200313C00167500,16.45,0,21.15,22.35,0,0.02,1,0.0093,35,167.500,MSFT200313P00167500,0.69,-0.345,0.65,0.72,50,0.3058,-0.0878,0.0093,552
03/13/2020,MSFT200313C00170000,18.8,3.625,19.25,19.55,94,0.2176,0.9473,0.0085,392,170.000,MSFT200313P00170000,0.9,-0.46,0.83,0.91,262,0.2962,-0.1101,0.0114,701
03/13/2020,MSFT200313C00172500,16.9,3.825,17,17.3,26,0.2281,0.9096,0.0125,422,172.500,MSFT200313P00172500,1.2,-0.575,1.1,1.17,230,0.2894,-0.1395,0.0137,1589
03/13/2020,MSFT200313C00175000,15,3.875,14.75,15.2,162,0.2326,0.8661,0.0164,436,175.000,MSFT200313P00175000,1.47,-0.865,1.41,1.52,529,0.2837,-0.1758,0.0163,1334
03/13/2020,MSFT200313C00177500,12.88,3.505,12.85,13.15,6170,0.2376,0.8124,0.0201,2464,177.500,MSFT200313P00177500,1.95,-1.07,1.86,2.01,704,0.2799,-0.2201,0.0189,1530
03/13/2020,MSFT200313C00180000,11,3.275,10.85,11.15,103,0.2414,0.7516,0.0233,1036,180.000,MSFT200313P00180000,2.57,-1.305,2.43,2.58,171,0.2768,-0.2712,0.0214,481
03/13/2020,MSFT200313C00182500,9.3,3.025,9.15,9.4,304,0.2425,0.6864,0.0261,1300,182.500,MSFT200313P00182500,3.49,-1.435,3.2,3.35,275,0.274,-0.3282,0.0236,487
03/13/2020,MSFT200313C00185000,7.75,2.725,7.7,7.9,1099,0.2445,0.616,0.0279,1129,185.000,MSFT200313P00185000,4.25,-1.95,4.05,4.3,424,0.2751,-0.3911,0.0249,1218
03/13/2020,MSFT200313C00187500,6.35,2.375,6.2,6.45,777,0.2472,0.5437,0.0286,581,187.500,MSFT200313P00187500,5.66,-2.015,5.15,5.4,92,0.2745,-0.4554,0.0258,142
03/13/2020,MSFT200313C00190000,5.2,2.075,5.15,5.25,1193,0.2494,0.4723,0.0285,1230,190.000,MSFT200313P00190000,6.6,-2.75,6.5,6.7,61,0.2766,-0.5198,0.0257,49
03/13/2020,MSFT200313C00192500,4.15,1.69,4,4.25,3458,0.2516,0.4038,0.0275,2241,192.500,MSFT200313P00192500,8.69,-2.485,8,8.2,4,0.2796,-0.5815,0.0249,11
03/13/2020,MSFT200313C00195000,3.35,1.425,3.2,3.4,758,0.2545,0.3406,0.0257,1028,195.000,MSFT200313P00195000,10.55,-2.55,9.35,10.4,12,0.2852,-0.6377,0.0234,12
03/13/2020,MSFT200313C00197500,2.65,1.13,2.53,2.7,206,0.2581,0.2841,0.0235,440,197.500,MSFT200313P00197500,14.15,0,11.45,11.7,0,0.2909,-0.6882,0.0217,4
03/13/2020,MSFT200313C00200000,2.1,0.9,2.02,2.12,2453,0.2633,0.236,0.0209,2055,200.000,MSFT200313P00200000,17,0,13,14.3,0,0.3001,-0.7304,0.0196,1
03/13/2020,MSFT200313C00202500,1.66,0.7,1.64,1.75,354,0.268,0.1944,0.0184,530,202.500,MSFT200313P00202500,0,0,15.05,16.55,0,0.3119,-0.7646,0.0175,0
03/13/2020,MSFT200313C00205000,1.35,0.56,1.26,1.5,478,0.2752,0.1617,0.0159,446,205.000,MSFT200313P00205000,21.3,-0.725,17.25,18.65,1,0.326,-0.7916,0.0156,2
03/13/2020,MSFT200313C00210000,0.9,0.335,0.83,0.96,4073,0.2915,0.1138,0.0118,2480,210.000,MSFT200313P00210000,23.35,-3.375,22,23.2,2,0.3548,-0.8328,0.0125,1
03/13/2020,MSFT200313C00215000,0.67,0.25,0.62,0.7,8354,0.3109,0.0836,0.0088,5527,215.000,MSFT200313P00215000,0,0,26.75,27.95,0,0.3925,-0.8561,0.0102,0
03/13/2020,MSFT200313C00220000,0.51,0.51,0.48,0.54,2162,0.3322,0.0642,0.0068,1598,220.000,MSFT200313P00220000,34,34,31.6,32.8,8,0.428,-0.8737,0.0086,8
03/13/2020,MSFT200313C00225000,0.43,0.43,0.41,0.45,93,0.3537,0.0508,0.0053,87,225.000,MSFT200313P00225000,0,0,36.5,37.7,0,0.4667,-0.8848,0.0073,0
03/20/2020,MSFT200320C00075000,111,1.975,113.55,113.9,15,0.02,0.9975,0.0008,18,75.000,MSFT200320P00075000,0.01,-0.015,0,0.04,1,0.9622,-0.001,0.0001,1682
03/20/2020,MSFT200320C00080000,108.1,4.075,108.55,108.9,2,0.02,0.9975,0.0009,6,80.000,MSFT200320P00080000,0.01,0,0,0.04,0,0.8982,-0.0011,0.0001,1773
03/20/2020,MSFT200320C00085000,100,0,103.55,103.9,0,0.02,0.9975,0.001,4,85.000,MSFT200320P00085000,0.02,0,0,0.01,0,0.7424,-0.0003,0,1795
03/20/2020,MSFT200320C00090000,73.6,0,98.55,99,0,0.02,0.9438,0.001,5,90.000,MSFT200320P00090000,0.01,-0.02,0,0.01,5,0.6808,-0.0003,0,3862
03/20/2020,MSFT200320C00095000,70.63,0,93.55,94,0,0.02,0.945,0.0011,4,95.000,MSFT200320P00095000,0.01,0.005,0,0.01,5,0.6371,-0.0003,0,569
03/20/2020,MSFT200320C00100000,85.32,1.295,88.55,89,25,0.02,0.9463,0.0012,118,100.000,MSFT200320P00100000,0.01,0.005,0,0.01,72,0.5915,-0.0004,0,8582
03/20/2020,MSFT200320C00105000,80.05,0,83.55,83.9,0,0.02,0.9975,0,39,105.000,MSFT200320P00105000,0.02,0.01,0,0.02,1,0.5848,-0.0008,0.0001,1669
03/20/2020,MSFT200320C00110000,77.87,3.845,78.55,78.9,1,0.02,0.9975,0,125,110.000,MSFT200320P00110000,0.03,0.015,0.01,0.03,44,0.583,-0.0017,0.0002,3331
03/20/2020,MSFT200320C00115000,72.81,3.785,73.55,73.95,1,0.02,0.9509,0.0016,259,115.000,MSFT200320P00115000,0.05,0.025,0,0.05,2,0.5359,-0.0018,0.0002,2616
03/20/2020,MSFT200320C00120000,65.05,0,68.55,69,0,0.02,0.9517,0.0017,758,120.000,MSFT200320P00120000,0.03,0,0.03,0.05,4,0.5344,-0.0037,0.0003,23256
03/20/2020,MSFT200320C00125000,58.35,0,63.55,64.35,0,0.02,0.9488,0.002,4035,125.000,MSFT200320P00125000,0.05,-0.005,0.01,0.06,12,0.498,-0.0045,0.0004,14697
03/20/2020,MSFT200320C00130000,57.52,3.495,57.9,59,4,0.02,1,0.0021,1657,130.000,MSFT200320P00130000,0.08,0.005,0.05,0.07,223,0.4795,-0.0071,0.0007,6541
03/20/2020,MSFT200320C00135000,52.1,3.05,53.55,54.05,29,0.02,0.9544,0.0023,3952,135.000,MSFT200320P00135000,0.09,-0.01,0.08,0.11,63,0.4542,-0.01,0.001,7637
03/20/2020,MSFT200320C00140000,47.9,3.8,48.55,49,28,0.02,0.9562,0.0026,9181,140.000,MSFT200320P00140000,0.11,-0.025,0.1,0.13,256,0.4224,-0.013,0.0013,9086
03/20/2020,MSFT200320C00145000,43.3,4.175,43.6,44,62,0.02,0.9559,0.003,10478,145.000,MSFT200320P00145000,0.17,-0.04,0.15,0.18,387,0.3985,-0.0186,0.0019,9269
03/20/2020,MSFT200320C00150000,38.8,4.6,38.55,39.6,122,0.02,0.9428,0.0039,8139,150.000,MSFT200320P00150000,0.23,-0.055,0.22,0.25,420,0.373,-0.0262,0.0026,15241
03/20/2020,MSFT200320C00155000,33.5,4.25,33.55,34.05,126,0.02,0.9562,0.004,10813,155.000,MSFT200320P00155000,0.34,-0.06,0.27,0.3,183,0.3443,-0.0359,0.0037,14260
03/20/2020,MSFT200320C00160000,28.65,4.15,28.85,29.6,258,0.02,1,0.0062,14331,160.000,MSFT200320P00160000,0.43,-0.16,0.41,0.46,445,0.3206,-0.0524,0.0054,7678
03/20/2020,MSFT200320C00165000,23.9,4.05,23.9,24.5,535,0.02,1,0.0079,13887,165.000,MSFT200320P00165000,0.67,-0.295,0.65,0.7,1110,0.3019,-0.0801,0.008,6171
03/20/2020,MSFT200320C00170000,19.7,4.275,19.5,19.85,977,0.2294,0.92,0.0103,11035,170.000,MSFT200320P00170000,1.06,-0.53,1.05,1.1,1349,0.2867,-0.1241,0.0116,6777
03/20/2020,MSFT200320C00175000,15.4,3.9,15.2,15.5,1387,0.2387,0.8385,0.0164,14181,175.000,MSFT200320P00175000,1.75,-0.875,1.74,1.79,1517,0.2763,-0.191,0.016,8382
03/20/2020,MSFT200320C00180000,11.5,3.375,11.35,11.7,2813,0.2408,0.734,0.022,15000,180.000,MSFT200320P00180000,2.91,-1.34,2.84,3.05,3110,0.2688,-0.2824,0.0204,7547
03/20/2020,MSFT200320C00185000,8.25,2.775,8.1,8.35,9029,0.2433,0.6089,0.0255,19588,185.000,MSFT200320P00185000,4.66,-1.915,4.6,4.65,2658,0.2687,-0.3957,0.0232,5787
03/20/2020,MSFT200320C00190000,5.69,2.19,5.55,5.7,8187,0.2449,0.4773,0.0263,15093,190.000,MSFT200320P00190000,7.05,-2.575,6.95,7.15,751,0.2696,-0.5152,0.0239,576
03/20/2020,MSFT200320C00195000,3.7,1.53,3.6,3.8,9260,0.2489,0.3544,0.0242,14730,195.000,MSFT200320P00195000,10.25,-3.075,10,10.35,539,0.2753,-0.6267,0.0222,734
03/20/2020,MSFT200320C00200000,2.41,1.075,2.4,2.45,17836,0.2545,0.2522,0.0203,25143,200.000,MSFT200320P00200000,14,-3.475,13.1,14,23,0.2862,-0.7179,0.019,421
03/20/2020,MSFT200320C00210000,1.08,0.5,1.04,1.1,14568,0.2749,0.1242,0.0121,15598,210.000,MSFT200320P00210000,23.55,-3.3,21.9,23.3,84,0.3232,-0.8309,0.0125,120
03/20/2020,MSFT200320C00220000,0.58,0.26,0.57,0.58,4473,0.3076,0.0689,0.007,7929,220.000,MSFT200320P00220000,32.85,-3.75,31.65,32.8,72,0.3802,-0.8785,0.0085,92
03/20/2020,MSFT200320C00230000,0.38,0.14,0.37,0.38,455,0.3435,0.0433,0.0043,902,230.000,MSFT200320P00230000,0,0,41.55,42.5,0,0.4543,-0.8945,0.0064,0
03/20/2020,MSFT200320C00240000,0.29,0.085,0.28,0.3,1855,0.3821,0.0308,0.0029,5460,240.000,MSFT200320P00240000,52.45,-4.025,51.6,52.45,10,0.5145,-0.9093,0.005,9
03/20/2020,MSFT200320C00250000,0.23,0.07,0.2,0.22,1326,0.4216,0.0239,0.0022,2752,250.000,MSFT200320P00250000,63.77,-2.605,61.4,62.35,2,0.571,-0.9196,0.0041,1
03/27/2020,MSFT200327C00150000,36.3,1.925,38.6,39.35,3,0.02,0.9701,0.0027,5,150.000,MSFT200327P00150000,0.32,-0.025,0.24,0.4,10,0.3627,-0.0321,0.003,15
03/27/2020,MSFT200327C00155000,31.7,2.2,33.4,34.5,4,0.02,1,0.0033,4,155.000,MSFT200327P00155000,0.47,-0.085,0.33,0.51,615,0.3466,-0.048,0.0043,617
03/27/2020,MSFT200327C00157500,0,0,31.1,32.2,0,0.02,1,0.0047,0,157.500,MSFT200327P00157500,0.54,-0.145,0.4,0.56,250,0.3308,-0.0546,0.005,258
03/27/2020,MSFT200327C00160000,26.95,2.175,28.7,29.75,21,0.02,1,0.0055,41,160.000,MSFT200327P00160000,0.59,-0.25,0.52,0.67,1018,0.3173,-0.0636,0.0059,1001
03/27/2020,MSFT200327C00162500,0,0,26.2,27.5,0,0.2154,0.9755,0.0037,0,162.500,MSFT200327P00162500,0.7,-0.285,0.68,0.76,1163,0.3068,-0.0761,0.007,1339
03/27/2020,MSFT200327C00165000,0,0,24.05,25.25,0,0.2213,0.9585,0.0058,0,165.000,MSFT200327P00165000,0.93,-0.325,0.82,0.95,181,0.2999,-0.0936,0.0083,724
03/27/2020,MSFT200327C00167500,19.11,0,21.75,22.95,0,0.2306,0.9318,0.0083,0,167.500,MSFT200327P00167500,1.09,-0.465,1.03,1.16,338,0.2921,-0.1139,0.0098,1168
03/27/2020,MSFT200327C00170000,18.51,2.635,19.8,20.75,2,0.2343,0.9019,0.0109,12,170.000,MSFT200327P00170000,1.4,-0.52,1.3,1.44,242,0.2862,-0.1394,0.0116,504
03/27/2020,MSFT200327C00172500,13.95,0,17.7,18.05,0,0.2341,0.8685,0.0135,18,172.500,MSFT200327P00172500,1.68,-0.73,1.64,1.79,766,0.281,-0.1698,0.0134,565
03/27/2020,MSFT200327C00175000,15.35,3.325,15.55,15.95,5,0.2354,0.8272,0.0161,9,175.000,MSFT200327P00175000,2.08,-0.915,2.05,2.21,137,0.2738,-0.2034,0.0154,321
03/27/2020,MSFT200327C00177500,12.33,2.105,13.55,14.55,8,0.238,0.7784,0.0186,17,177.500,MSFT200327P00177500,2.77,-1.005,2.58,2.75,387,0.2706,-0.2449,0.0173,426
03/27/2020,MSFT200327C00180000,11.7,3.05,11.85,12.2,48,0.2375,0.7268,0.0208,72,180.000,MSFT200327P00180000,3.29,-1.385,3.2,3.45,81,0.2687,-0.2918,0.0191,180
03/27/2020,MSFT200327C00182500,9.8,2.6,10.15,10.5,62,0.2384,0.6696,0.0226,165,182.500,MSFT200327P00182500,4.32,-1.43,3.9,4.2,23,0.2655,-0.3418,0.0206,57
03/27/2020,MSFT200327C00185000,8.75,2.775,8.65,8.9,474,0.2391,0.6094,0.0239,434,185.000,MSFT200327P00185000,5.05,-1.95,4.95,5.15,137,0.266,-0.3963,0.0216,175
03/27/2020,MSFT200327C00187500,7.38,2.48,7.25,7.5,768,0.2396,0.5477,0.0246,746,187.500,MSFT200327P00187500,6.15,-2.275,5.95,6.3,36,0.2678,-0.4519,0.022,83
03/27/2020,MSFT200327C00190000,6.15,2.225,6.05,6.2,813,0.2398,0.4858,0.0248,646,190.000,MSFT200327P00190000,7.9,-2.1,7.1,7.6,43,0.2661,-0.5076,0.0223,51
03/27/2020,MSFT200327C00192500,5.05,1.875,4.95,5.2,207,0.2419,0.426,0.0242,6090,192.500,MSFT200327P00192500,8.84,-2.86,8.7,9,11,0.2678,-0.5618,0.0219,11
03/27/2020,MSFT200327C00195000,4.2,1.64,4.05,4.2,823,0.2433,0.3691,0.0231,547,195.000,MSFT200327P00195000,11.35,-2.225,10.15,10.7,3,0.2712,-0.6126,0.021,1
03/27/2020,MSFT200327C00197500,3.33,1.28,3.3,3.5,292,0.2455,0.3169,0.0216,185,197.500,MSFT200327P00197500,13.31,-2.29,11.6,12.45,1,0.273,-0.6609,0.02,1
03/27/2020,MSFT200327C00200000,2.78,1.155,2.75,2.79,7645,0.2471,0.269,0.0199,6607,200.000,MSFT200327P00200000,14.47,-3.23,13.4,15,3,0.281,-0.7005,0.0184,9
03/27/2020,MSFT200327C00202500,2.22,0.905,2.17,2.37,104,0.2508,0.2281,0.018,231,202.500,MSFT200327P00202500,0,0,15.65,16.9,0,0.2886,-0.7357,0.0169,0
03/27/2020,MSFT200327C00205000,1.85,0.79,1.77,1.87,338,0.2548,0.1928,0.016,392,205.000,MSFT200327P00205000,19.65,-2.55,17.55,19,6,0.2978,-0.7651,0.0153,7
03/27/2020,MSFT200327C00210000,1.23,0.46,1.21,1.3,580,0.2622,0.1358,0.0124,767,210.000,MSFT200327P00210000,23.12,-3.855,22,23.5,12,0.3176,-0.8116,0.0126,10
