"Date" "yyyymmdd" "AAPL" "MSFT" "GOOG" "CSCO" "ORCL" "INTC" "QCOM" "AMGN" "TEVA" "GILD"
2018-11-19 20181119 182.675247 103.095619 1020 44.168251 48.503273 46.60215 52.374699 187.824356 22 64.943169
2018-11-20 20181120 173.947418 100.228027 1025.76001 42.951813 47.309048 46.009914 52.39378 189.298737 21.77 64.52301
2018-11-21 20181121 173.750839 101.60762 1037.609985 43.337986 47.592922 45.660397 52.72768 185.762177 22.040001 63.730438
2018-11-23 20181123 169.337769 101.568207 1023.880005 43.000084 47.671234 45.184669 52.708603 185.569443 21.940001 63.5872
2018-11-26 20181126 171.627838 104.918671 1048.619995 43.994476 47.240524 46.068172 53.166519 187.236542 21.860001 63.921432
2018-11-27 20181127 171.254364 105.578896 1044.410034 44.525455 46.437851 46.670113 53.013878 189.934769 21.799999 64.398872
2018-11-28 20181128 177.839554 109.500916 1086.22998 45.655006 47.172001 47.437103 54.044205 194.097702 21.84 66.069954
2018-11-29 20181129 176.473358 108.584465 1088.300049 45.703278 46.888134 46.31089 55.437046 195.013153 21.9 66.547417
2018-11-30 20181130 175.519989 109.274261 1094.430054 46.214951 47.729965 47.874004 55.580147 200.679413 21.540001 68.695961
2018-12-03 20181203 181.653076 110.456779 1106.430054 47.054874 48.777367 48.670128 56.41967 195.552811 21.59 67.66465
2018-12-04 20181204 173.662369 106.938789 1050.819946 45.712929 47.720177 46.359432 55.074524 190.570755 20.549999 66.413727
2018-12-06 20181206 171.726135 107.599037 1068.72998 46.71698 45.693905 46.961376 55.074524 191.775299 20.26 67.024872
2018-12-07 20181207 165.602905 103.292702 1036.579956 44.834389 45.028271 44.893406 53.994438 184.480515 19.41 65.076851
2018-12-10 20181210 166.693863 106.022339 1039.550049 45.239876 45.684109 45.835155 55.19989 187.034164 18.440001 64.446617
2018-12-11 20181211 165.740494 107.007774 1051.75 45.461922 45.47855 46.00021 55.305965 189.048187 18.51 64.666245
2018-12-12 20181212 166.202438 107.490639 1063.680054 45.78051 46.320385 46.437111 55.662785 189.269821 18.99 65.067307
2018-12-13 20181213 168.020721 107.85524 1061.900024 45.828785 46.232288 46.883713 56.019592 190.349121 19.02 64.855461
2018-12-14 20181214 162.64444 104.485077 1042.099976 44.235832 45.615593 46.466232 55.566345 185.087601 18.459999 63.141392
2018-12-17 20181217 161.130859 101.390823 1016.530029 42.671841 44.763973 45.70895 54.968445 183.169937 17.65 62.708057
2018-12-18 20181218 163.224365 102.455093 1028.709961 42.536686 44.881435 46.349724 55.720646 180.298279 17.01 62.438419
2018-12-19 20181219 158.133102 102.179176 1023.01001 41.648491 45.468765 44.242916 54.669487 178.746811 16.290001 61.822124
2018-12-20 20181220 154.14267 100.030937 1009.409973 41.020962 45.263199 44.213791 54.360897 178.236084 15.89 61.91843
2018-12-21 20181221 148.147202 96.798729 979.539978 40.40308 43.070522 43.534176 52.895069 173.658768 15.1 60.300652
2018-12-24 20181224 144.314041 92.758461 976.219971 38.887367 41.788193 42.320576 51.737843 171.914551 14.59 58.297691
2018-12-26 20181226 154.476852 99.094772 1039.459961 41.001652 43.648056 44.84486 53.965515 181.030655 15.82 60.878429
2018-12-27 20181227 153.474335 99.705742 1043.880005 41.426445 44.020027 45.009914 54.090881 183.410858 15.64 60.608799
2018-12-28 20181228 153.552979 98.927246 1037.079956 41.291286 43.873192 45.388554 54.785217 183.796326 15.69 59.588062
2018-12-31 20181231 155.037109 100.090057 1035.609985 41.831917 44.196228 45.563309 54.881653 187.593109 15.42 60.233246
2019-01-02 20190102 155.214005 99.646614 1045.849976 41.465057 44.264744 45.70895 55.354191 184.923767 15.85 61.090279
2019-01-03 20190103 139.75354 95.98082 1016.059998 39.957062 43.834042 43.194374 53.714775 182.10994 16.49 62.833237
2019-01-04 20190104 145.719513 100.444817 1070.709961 41.756924 45.72327 45.844868 54.582695 188.335098 17.370001 65.72213
2019-01-07 20190107 145.395203 100.572922 1068.390015 42.039063 46.447636 46.05846 54.428398 190.869507 17.67 66.020645
2019-01-08 20190108 148.16687 101.302139 1076.280029 42.379585 46.868557 46.349724 53.955868 193.317139 17.68 65.568054
2019-01-09 20190109 150.682983 102.750717 1074.660034 42.146088 46.770664 46.611858 54.592342 193.085846 17.959999 65.423615
2019-01-10 20190110 151.164627 102.090485 1070.329956 42.06826 46.809822 47.145847 54.775574 195.31189 18.17 65.519905
2019-01-11 20190111 149.680466 101.302139 1057.189941 42.311481 47.269897 47.50507 55.450626 193.268951 18.450001 65.63546
2019-01-14 20190114 147.429718 100.563072 1044.689941 42.039063 47.16222 46.941959 55.257748 189.626389 18.469999 64.759163
2019-01-15 20190115 150.447128 103.47995 1077.150024 42.827118 47.54549 47.184677 53.743706 192.131851 18.83 65.982117
2019-01-16 20190116 152.28508 103.844551 1080.969971 42.768742 47.23101 46.728367 53.300102 191.659683 18.65 65.13472
2019-01-17 20190117 153.189301 104.573769 1089.900024 43.011967 47.742043 47.058464 52.817924 194.579514 18.76 66.107315
2019-01-18 20190118 154.132858 106.140602 1098.26001 43.809746 48.420143 47.757496 53.300102 196.468292 18.82 66.617683
2019-01-22 20190122 150.673172 104.140175 1070.52002 43.566521 48.095833 46.864288 52.35503 194.637344 18.75 66.011024
2019-01-23 20190123 151.282547 105.155167 1075.569946 44.228092 48.390659 46.543896 49.924847 194.232605 19.459999 65.72213
2019-01-24 20190124 150.083435 104.652603 1073.900024 44.374035 48.351345 48.310894 48.999065 193.664063 19.34 65.346565
2019-01-25 20190125 155.056747 105.608467 1090.98999 44.87994 48.940998 45.670113 49.4716 191.544037 19.559999 66.348045
2019-01-28 20190128 153.621765 103.548927 1070.079956 44.510239 48.665829 45.349712 48.835121 184.971954 19.780001 65.394714
2019-01-29 20190129 152.02951 101.440102 1060.619995 44.714546 48.754276 45.184669 47.63932 185.126144 19.75 67.012497
2019-01-30 20190130 162.418411 104.829979 1089.060059 45.444221 49.491337 46.155552 48.381874 178.139709 20.01 67.243607
2019-01-31 20190131 163.587997 102.908394 1116.369995 46.008507 49.363579 45.74778 47.755043 180.307907 19.85 67.416939
2019-02-01 20190201 163.666641 101.282433 1110.75 46.057152 49.933578 47.310894 47.841835 180.269379 19.700001 67.455452
2019-02-04 20190204 168.315582 104.199295 1132.800049 46.066875 50.14978 47.786625 47.91898 179.411713 19.67 67.455452
2019-02-05 20190205 171.195389 105.657745 1145.98999 45.979317 50.356159 48.553619 48.921917 181.464294 19.959999 65.173241
2019-02-06 20190206 171.254364 104.485077 1115.22998 46.193359 50.375809 48.753906 49.278728 183.825226 19.17 66.203606
2019-02-07 20190207 168.01091 103.736145 1098.709961 45.434498 49.353752 48.099293 48.748329 177.532623 18.35 64.788048
2019-02-08 20190208 168.208328 104.130325 1095.060059 45.911213 50.14978 47.718254 48.497597 179.238266 18.219999 64.971016
2019-02-11 20190211 167.240967 103.716446 1095.01001 46.290649 50.346329 47.649864 49.018349 179.035889 18.82 65.115463
2019-02-12 20190212 168.682114 105.33255 1121.369995 46.592247 50.336506 48.861382 49.818764 181.579941 19.120001 62.977684
2019-02-13 20190213 167.981277 105.253716 1120.160034 46.212818 50.533051 49.310818 49.751266 182.10994 17.629999 63.497681
2019-02-14 20190214 168.593292 105.342407 1121.670044 47.088425 50.592018 49.643005 49.731979 181.2845 17.280001 63.911758
2019-02-15 20190215 168.218201 106.643166 1113.650024 48.090515 50.827881 50.47348 50.127361 182.896515 17.98 65.086563
2019-02-19 20190219 168.721588 106.593895 1118.560059 48.304554 51.122704 50.219456 50.156296 181.566116 18.02 64.287315
2019-02-20 20190220 169.807388 106.039703 1113.800049 48.285095 50.877018 50.209686 50.580616 181.517563 17.4 64.499161
2019-02-21 20190221 168.84993 108.276283 1096.969971 48.071056 51.211151 50.229229 50.484173 180.138611 17.25 63.122128
2019-02-22 20190222 170.735229 109.820114 1110.369995 48.75209 51.574768 51.284424 51.22673 182.080795 17.25 63.305088
2019-02-25 20190225 171.978958 110.433685 1109.400024 49.413662 51.653389 51.880413 51.101372 184.324036 17.6 62.929535
2019-02-26 20190226 172.077667 111.195709 1115.130005 49.793091 51.692699 52.007427 51.139938 184.586243 16.940001 62.862129
2019-02-27 20190227 172.610687 111.007675 1116.050049 50.191978 51.476498 52.017197 51.149582 185.887527 17 63.141392
2019-02-28 20190228 170.912918 110.869133 1119.920044 50.367107 51.230808 51.743622 51.48711 184.586243 16.83 62.611759
2019-03-01 20190301 172.709381 111.363945 1140.98999 50.016861 51.604252 52.075817 52.268242 185.635025 17.08 63.565098
2019-03-04 20190304 173.578033 111.096748 1147.800049 49.773636 51.142361 52.701115 51.863205 184.294907 16.75 63.025829
2019-03-05 20190305 173.262161 110.542549 1162.030029 49.90984 51.456841 52.44709 52.017506 183.362656 16.73 62.005096
2019-03-06 20190306 172.265228 110.592033 1157.859985 50.26981 51.447014 51.733856 53.461357 177.856506 15.97 60.589539
2019-03-07 20190307 170.271317 109.246124 1143.300049 49.900112 51.673046 51.391895 52.710163 176.215363 16 60.213982
2019-03-08 20190308 170.676025 109.364876 1142.319946 49.686073 51.859768 51.274651 52.222378 175.64241 15.75 60.888058
2019-03-11 20190311 176.588608 111.660843 1175.76001 50.513039 51.751667 52.124668 53.022346 178.817917 15.78 61.956944
2019-03-12 20190312 178.572662 112.442657 1193.199951 50.736809 51.889248 52.339615 53.500381 178.856766 15.68 62.428799
2019-03-13 20190313 179.36232 113.313545 1193.319946 51.164886 52.144768 53.121239 54.036942 181.93515 16.23 63.314724
2019-03-14 20190314 181.356216 113.402603 1185.550049 51.310818 52.134933 52.212597 54.0467 182.333282 16.469999 62.993866
2019-03-15 20190315 183.715332 114.708931 1184.459961 51.758358 52.026836 53.082157 55.217384 185.712738 16.51 63.810581
2019-03-18 20190318 185.590805 116.351723 1184.26001 52.059952 52.537865 52.857441 55.441769 185.780685 16.639999 63.217491
2019-03-19 20190319 184.120056 116.430893 1198.849976 51.865372 53.107857 52.925831 55.578346 185.95549 16.91 63.674461
2019-03-20 20190320 185.728989 116.302231 1223.969971 51.816723 51.73201 52.583874 55.763706 185.596161 16.860001 62.809135
2019-03-21 20190321 192.569427 118.974266 1231.540039 52.478298 53.107857 53.38504 56.358803 186.343918 17.08 63.120262
2019-03-22 20190322 188.58165 115.837112 1205.5 51.310818 51.859768 52.036736 55.432007 181.303925 16.33 62.002148
2019-03-25 20190325 186.301483 116.440796 1193 51.30109 51.830288 51.56776 55.256409 181.197098 15.9 62.021591
2019-03-26 20190326 184.376678 116.688202 1184.619995 51.78754 52.360973 52.212597 56.583187 182.828552 15.93 62.459114
2019-03-27 20190327 186.034973 115.560013 1173.02002 51.699982 51.899082 51.939037 55.519814 180.934921 16 61.895195
2019-03-28 20190328 186.281738 115.718361 1168.48999 51.914017 52.272522 51.890182 55.168606 182.226471 15.58 61.924362
2019-03-29 20190329 187.495865 116.717896 1173.310059 52.526947 52.783554 52.466637 55.636879 184.489136 15.68 63.207771
2019-04-01 20190401 188.769211 117.786697 1194.430054 53.490116 53.63855 53.258022 56.397827 186.227402 15.72 64.05365
2019-04-02 20190402 191.51329 117.954941 1200.48999 53.791718 53.215961 53.111473 56.67099 186.868301 15.03 64.403664
2019-04-03 20190403 192.826111 118.726852 1205.920044 54.122505 53.127514 54.20575 56.271 187.344147 14.87 64.812035
2019-04-04 20190404 193.161682 118.123177 1215 53.985435 52.891655 54.635639 56.446606 186.77121 15.19 64.98703
2019-04-05 20190405 194.454758 118.64769 1207.150024 54.05397 52.999756 54.32299 56.573433 189.762207 15.24 65.667641
2019-04-08 20190408 197.514709 118.687271 1203.839966 54.328106 52.793385 54.401157 56.349045 189.247528 15.04 65.51207
2019-04-09 20190409 196.92247 118.043999 1197.25 54.024597 52.901485 54.049423 56.036861 187.40242 14.55 64.257828
2019-04-10 20190410 198.027985 118.944572 1202.160034 54.651196 53.276604 54.469543 54.953979 188.286118 14.66 65.531517
2019-04-11 20190411 196.379578 119.083122 1204.619995 54.435799 53.098915 54.518398 54.534485 186.557571 14.49 64.471733
2019-04-12 20190412 196.300613 119.696701 1217.869995 55.111355 53.799793 55.124157 55.558834 185.887527 14.38 63.470284
2019-04-15 20190415 196.65596 119.79567 1221.099976 55.375702 53.928123 54.987373 55.783218 185.673874 14.57 63.616131
2019-04-16 20190416 196.675705 119.518562 1227.130005 55.757534 53.888634 55.407497 68.729057 182.614899 14.69 62.750805
2019-04-17 20190417 200.505585 120.508202 1236.339966 55.130939 53.780048 57.215004 77.148247 177.196182 14.22 61.496563
2019-04-18 20190418 201.226151 122.091629 1236.369995 55.219051 53.819538 57.146614 77.938461 172.340698 14.36 61.20488
2019-04-22 20190422 201.887497 122.477585 1248.839966 55.160309 53.918251 57.469032 79.967651 171.262787 14.7 60.154819
2019-04-23 20190423 204.799362 124.140182 1264.550049 55.502983 54.234138 57.429951 84.601616 174.564514 14.91 61.292381
2019-04-24 20190424 204.483505 123.71463 1256 55.688999 54.471054 57.37133 84.708931 173.146713 15 61.059036
2019-04-25 20190425 202.627808 127.811722 1263.449951 55.150517 54.303234 56.286827 82.99192 175.263687 15.14 62.361889
2019-04-26 20190426 201.660461 128.544052 1272.180054 54.709942 54.698101 51.2258 84.523575 176.225098 15.36 63.343891
2019-04-29 20190429 201.966461 128.425308 1287.579956 54.954704 54.372345 49.936119 85.118668 175.933762 15.61 63.120262
2019-04-30 20190430 198.077362 129.246719 1188.47998 54.778477 54.619133 49.867725 84.026031 174.137238 15.22 63.236938
2019-05-01 20190501 207.80011 126.554886 1168.079956 54.416222 54.174911 49.594154 84.260178 171.049149 15.23 63.071651
2019-05-02 20190502 206.4478 124.902199 1162.609985 53.789623 53.89851 49.388977 85.011353 171.398743 14.9 63.489738
2019-05-03 20190503 209.014221 127.564301 1185.400024 53.789623 54.086067 50.561417 87.108841 172.185303 15.18 65.268997
2019-05-06 20190506 205.786469 126.822083 1189.390015 53.446953 54.145298 50.350071 86.094246 171.942551 14.89 65.813477
2019-05-07 20190507 200.239075 124.219337 1174.099976 52.330822 53.306217 49.622635 83.118744 168.844727 14.61 64.559235
2019-05-08 20190508 200.278534 124.20945 1166.27002 52.350403 53.296349 48.403698 82.474869 167.174454 14.6 64.238388
2019-05-09 20190509 198.126709 124.199554 1162.380005 51.811916 53.553005 45.828197 81.733429 167.873627 14.47 64.296715
2019-05-10 20190510 195.381973 125.81266 1164.27002 52.242706 53.947865 45.415329 83.743111 166.883133 14.36 63.752251
2019-05-13 20190513 184.026489 122.071831 1132.030029 50.225838 52.743538 43.999783 81.840744 162.755966 12.23 62.391056
2019-05-14 20190514 186.939667 123.437538 1120.439941 50.930763 53.434547 44.402821 84.026031 162.9599 12.1 63.275833
2019-05-15 20190515 189.179062 125.175804 1164.209961 51.341969 53.859024 44.845181 84.152855 164.960342 11.44 63.489738
2019-05-16 20190516 188.346725 128.066315 1178.97998 54.758896 53.937996 44.756706 80.787132 166.429535 11.42 63.956421
2019-05-17 20190517 187.276581 127.212082 1162.300049 55.170094 53.799793 44.127575 79.509132 166.419754 11.63 64.520348
2019-05-20 20190520 181.420471 125.374474 1138.849976 54.837215 52.970585 42.820171 74.748344 164.930969 11.49 64.03421
2019-05-21 20190521 184.898468 126.049919 1149.630005 55.33654 53.47403 43.70488 75.850731 166.204269 11.86 64.675903
2019-05-22 20190522 181.113281 126.814758 1151.420044 54.523922 53.503647 43.252697 67.616898 167.781189 11.54 64.656471
2019-05-23 20190523 178.021744 125.33474 1140.77002 53.055325 52.398037 43.773693 66.592552 168.574554 11.04 65.307884
2019-05-24 20190524 177.338043 125.394333 1133.469971 53.23156 52.092018 43.813015 64.592636 167.761597 10.87 65.035652
2019-05-28 20190528 176.604782 125.31488 1134.150024 52.80077 51.085121 42.829994 63.773151 165.381516 9.52 62.196602
2019-05-29 20190529 175.762527 124.103043 1116.459961 52.066475 51.025894 43.478786 64.153633 165.704727 9.7 61.613235
2019-05-30 20190530 176.674149 124.887756 1117.949951 52.448307 51.055511 43.970295 64.963348 165.567612 8.84 61.584064
2019-05-31 20190531 173.473602 122.851486 1103.630005 50.940552 49.949898 43.292015 65.187729 163.275681 8.65 60.524284
2019-06-03 20190603 171.719727 119.037209 1036.22998 50.695786 49.594528 42.721867 65.031647 168.819412 8.9 61.866028
2019-06-04 20190604 178.001923 122.334969 1053.050049 52.115429 51.351654 44.029278 66.777908 171.140732 9.53 62.5369
2019-06-05 20190605 180.875458 124.987091 1042.219971 53.6036 51.430626 43.793354 65.980469 170.964417 9.53 62.653576
2019-06-06 20190606 183.531036 126.963753 1044.339966 53.94627 51.914333 44.334015 66.541626 170.866486 9.41 61.963257
2019-06-07 20190607 188.416077 130.51976 1066.040039 54.758896 52.575722 45.248219 67.624573 171.904709 9.26 63.538342
2019-06-10 20190610 190.823929 131.711731 1080.380005 55.238628 53.316082 46.005142 69.445877 171.973282 9.29 64.287003
2019-06-11 20190611 193.033585 131.215088 1078.719971 55.914185 53.246986 46.054291 70.135017 171.032974 9.08 64.267548
2019-06-12 20190612 192.41925 130.609177 1077.030029 54.690361 52.931095 45.533287 68.510605 171.992874 8.71 64.928696
2019-06-13 20190613 192.379593 131.433609 1088.77002 54.993866 53.14827 45.906837 68.845345 173.080063 8.61 65.753189
2019-06-14 20190614 190.982468 131.562744 1085.349976 53.6036 52.595467 45.405499 67.654114 172.463013 8.24 65.134827
2019-06-17 20190617 192.121979 131.960068 1092.5 54.239994 52.447395 45.346523 68.038063 174.72554 8.2 65.86116
2019-06-18 20190618 196.640396 134.254578 1103.599976 54.876381 52.220348 46.565456 70.843849 177.87941 8.36 66.940849
2019-06-19 20190619 196.065689 134.781021 1102.329956 54.954704 52.003174 46.270554 70.68634 179.015579 8.18 66.999748
2019-06-20 20190620 197.64119 136.032578 1111.420044 56.207905 56.257805 46.388512 71.611755 180.29866 8.12 67.304024
2019-06-21 20190621 196.967377 136.05246 1121.880005 55.835861 55.398975 46.653927 71.592072 183.266434 8.45 68.099068
2019-06-24 20190624 196.769211 136.857025 1115.52002 55.982719 56.011017 46.821045 72.025246 181.033249 8.25 67.569038
2019-06-25 20190625 193.786667 132.536163 1086.349976 54.905754 55.349621 46.054291 71.424706 180.651276 8.81 67.215691
2019-06-26 20190626 197.978088 133.032822 1079.800049 55.414864 55.932041 47.371529 73.787476 179.407364 8.89 65.448921
2019-06-27 20190627 197.91864 133.251343 1076.01001 54.56308 56.04063 46.653927 74.260033 180.239914 9.08 65.841537
2019-06-28 20190628 196.115219 133.062622 1080.910034 53.584023 56.23806 47.056965 74.890106 180.494553 9.23 66.312668
2019-07-01 20190701 199.712143 134.771103 1097.949951 53.593811 57.264694 47.23391 76.317612 182.522049 9.32 66.57769
2019-07-02 20190702 200.881363 135.665085 1111.25 54.641407 57.708916 47.302715 75.815529 182.806076 9.43 67.569038
2019-07-03 20190703 202.546051 136.539185 1121.579956 55.646351 58.103775 47.695927 75.441422 184.706223 9.6 67.726089
2019-07-05 20190705 202.367676 136.141846 1131.589966 55.76458 58.518379 47.263397 75.470955 182.120468 9.47 67.264763
2019-07-08 20190708 198.196075 136.042526 1116.349976 55.36063 58.765167 47.007813 75.441422 178.496475 9.17 66.234146
2019-07-09 20190709 199.404968 135.545883 1124.829956 55.508419 58.83427 46.939003 75.362663 177.859818 9.37 66.499161
2019-07-10 20190710 201.376816 136.926559 1140.47998 56.286758 59.377201 47.39119 73.206627 178.525864 9.18 66.214516
2019-07-11 20190711 199.910309 137.47287 1144.209961 56.45425 59.219261 47.774567 72.566704 174.343552 8.97 64.967964
2019-07-12 20190712 201.446182 137.969528 1144.900024 57.094654 59.041573 49.072147 73.738251 171.336624 9.25 65.036674
2019-07-15 20190715 203.33876 137.969528 1150.339966 57.19318 58.765167 49.268749 74.260033 172.502167 8.56 66.813255
2019-07-16 20190716 202.635223 136.161728 1153.579956 56.769524 58.09119 48.334881 74.496307 173.824432 8.2 65.704117
2019-07-17 20190717 201.495712 135.357162 1146.349976 56.365574 57.476681 48.551151 74.584915 173.422882 8.11 65.684486
2019-07-18 20190718 203.784653 135.506134 1146.329956 56.887756 57.605522 49.091805 73.216476 175.851929 7.83 65.969131
2019-07-19 20190719 200.742645 135.704803 1130.099976 56.513367 57.030659 49.416203 73.8367 174.72554 7.91 63.839199
2019-07-22 20190722 205.330429 137.50267 1138.069946 56.877903 57.09013 50.477863 74.771965 172.276901 7.69 63.711597
2019-07-23 20190723 206.935638 138.356903 1146.209961 56.858196 56.941456 50.871067 72.970352 172.394424 7.68 65.174088
2019-07-24 20190724 206.767212 139.777344 1137.810059 56.385281 57.595615 52.021194 74.693207 172.159393 8 65.40966
2019-07-25 20190725 205.132263 139.250885 1132.119995 55.784286 57.774021 51.274105 74.181274 170.533463 7.6 65.095566
2019-07-26 20190726 205.845688 140.393188 1250.410034 55.695614 57.982162 50.713783 74.053291 171.738205 7.54 65.684486
2019-07-29 20190729 207.76799 140.085266 1239.410034 56.08971 57.546059 51.618156 73.807175 172.463013 7.86 66.616951
2019-07-30 20190730 206.87619 139.409821 1225.140015 55.636497 56.981106 50.821915 73.649643 172.825409 7.91 65.851349
2019-07-31 20190731 211.097366 135.357162 1216.680054 54.582294 55.801636 49.691444 72.025246 182.747314 7.93 64.310333
2019-08-01 20190801 206.529373 137.135162 1209.01001 54.572441 55.385357 48.659279 70.095642 182.179214 7.83 64.261261
2019-08-02 20190802 202.159607 135.982925 1193.98999 52.464027 55.345707 47.85321 70.046417 183.374176 7.86 63.750858
2019-08-05 20190805 191.576981 131.324356 1152.319946 50.611774 53.284115 46.172249 67.732872 177.771667 7.83 62.190212
2019-08-06 20190806 195.203613 133.787735 1169.949951 51.82362 53.482349 46.474094 67.11264 180.670868 7.06 62.798767
2019-08-07 20190807 197.225006 134.373779 1173.98999 51.567459 52.867836 46.246475 68.323563 179.769745 7.29 62.700611
2019-08-08 20190808 201.574982 137.959595 1204.800049 52.375355 54.166241 46.681923 70.154709 181.425049 7.29 63.623257
2019-08-09 20190809 199.913925 136.787506 1188.01001 51.656132 53.422882 45.504234 70.390991 192.218674 7.02 64.0355
2019-08-12 20190812 199.406647 134.880356 1174.709961 50.779266 52.778633 45.128166 68.717361 201.552917 7.02 62.798767
2019-08-13 20190813 207.851212 137.671555 1197.27002 51.941849 53.492264 46.355335 71.06044 201.885941 7.04 63.112862
2019-08-14 20190814 201.664505 133.525635 1164.290039 49.862995 51.856869 45.395374 69.780609 196.16481 6.3 61.954643
2019-08-15 20190815 200.659912 133.226654 1167.26001 45.567348 52.124477 45.227135 70.056267 196.598846 6.16 61.709259
2019-08-16 20190816 205.394424 135.668365 1177.599976 46.266869 53.115623 46.018856 72.143379 201.244766 6.41 61.974274
2019-08-19 20190819 209.223816 137.940628 1198.449951 47.784138 53.393143 46.741299 73.708725 203.19783 6.71 62.926369
2019-08-20 20190820 209.233765 136.794525 1182.689941 47.222549 52.511024 46.117821 74.890106 200.406326 7.01 62.268734
2019-08-21 20190821 211.501556 138.319321 1191.25 48.050152 52.768726 46.662132 75.51033 201.165863 7.45 62.945995
2019-08-22 20190822 211.322525 137.312759 1189.530029 47.468864 52.719166 46.295959 75.953354 200.652939 7.26 63.034336
2019-08-23 20190823 201.555099 132.937653 1151.290039 45.922031 51.123421 44.494793 72.379654 196.371964 7.05 61.355904
2019-08-26 20190826 205.384476 134.990662 1168.890015 46.4048 51.668552 45.088585 71.779121 202.61586 7.42 61.836861
2019-08-27 20190827 203.066956 135.279678 1167.839966 46.09938 51.926247 45.3162 72.822678 203.681183 6.71 62.141136
2019-08-28 20190828 204.429626 135.100281 1171.02002 46.178196 51.490143 45.3162 73.196785 204.697159 6.96 62.465042
2019-08-29 20190829 207.890976 137.651596 1192.849976 46.572292 51.698284 46.385025 75.264206 204.164505 6.97 62.573013
2019-08-30 20190830 207.622437 137.392487 1188.099976 46.119083 51.599171 46.919437 76.563736 205.782181 6.9 62.366894
2019-09-03 20190903 204.598694 135.578659 1168.390015 45.813656 51.430672 46.493889 73.954842 202.724365 6.95 61.807415
2019-09-04 20190904 208.070038 137.163269 1181.410034 46.621552 52.501114 48.413811 75.894287 203.513489 7.1 62.101875
2019-09-05 20190905 212.138123 139.575058 1211.380005 47.705318 53.363411 49.581608 77.764816 204.825378 6.89 62.877289
2019-09-06 20190906 212.118225 138.628296 1204.930054 48.119118 52.68943 50.39312 77.617142 204.904297 7.01 63.623257
2019-09-09 20190909 213.023361 137.05365 1204.410034 47.862957 54.057213 51.056187 76.99691 199.587616 7.44 65.105377
2019-09-10 20190910 215.53981 135.61853 1206 48.483658 54.978985 51.28381 77.489159 194.192017 8.13 65.841537
2019-09-11 20190911 222.392929 135.658386 1220.170044 49.291553 55.791725 52.243774 79.285233 193.176041 8.32 66.823067
2019-09-12 20190912 221.895599 137.05365 1234.25 49.193031 53.412968 52.461494 78.471542 191.361069 8.18 65.743202
2019-09-13 20190913 217.578842 136.854324 1239.560059 49.291553 53.274208 51.996361 77.806702 192.811081 7.94 65.901711
2019-09-16 20190916 218.722687 135.867676 1231.300049 49.222588 52.669609 51.659878 77.439545 191.439972 8.04 65.267662
2019-09-17 20190917 219.518402 136.924088 1229.150024 48.680706 52.401997 51.412464 78.084541 194.044067 7.92 65.554962
2019-09-18 20190918 221.577332 138.050247 1232.410034 48.61174 52.094742 51.204639 78.292923 192.386917 7.79 65.109154
2019-09-19 20190919 219.777023 140.591614 1238.709961 48.463951 52.897572 51.036396 77.628082 192.988617 7.53 65.346916
2019-09-20 20190920 216.564285 138.967133 1229.930054 48.867897 52.996689 50.19519 75.851852 194.261078 7.45 65.802643
2019-09-23 20190923 217.548996 138.668152 1234.030029 48.690556 53.541821 50.373329 76.645691 195.069916 7.19 65.119057
2019-09-24 20190924 216.514557 136.914124 1218.76001 48.394985 52.87775 49.304501 74.651169 193.876373 7.04 63.95993
2019-09-25 20190925 219.846634 138.887405 1246.52002 48.877754 53.363411 50.492088 76.665543 193.393036 6.96 63.603275
2019-09-26 20190926 218.712738 139.066788 1241.390015 48.109268 53.482349 50.39312 76.754852 192.722305 6.54 62.711643
2019-09-27 20190927 217.648483 137.262924 1225.089966 48.119118 53.611198 50.25457 76.04039 192.288284 6.92 62.315361
2019-09-30 20190930 222.770889 138.558517 1219 48.680706 54.542877 50.996807 75.693085 190.877731 6.88 62.790901
2019-10-01 20191001 223.387573 136.605179 1205.099976 47.035358 53.323765 50.234776 74.88932 190.562088 6.76 62.632389
2019-10-02 20191002 217.78772 134.193375 1176.630005 45.872772 52.67952 48.878952 73.4207 186.63623 6.98 61.047256
2019-10-03 20191003 219.637756 135.817841 1187.829956 46.716568 53.383236 49.512329 75.147316 189.999832 7.04 61.651588
2019-10-04 20191004 225.794617 137.651596 1209 47.17321 54.651905 50.39312 76.893768 192.929443 6.97 61.978523
2019-10-07 20191007 225.844345 136.654999 1207.680054 47.421387 54.314915 50.096222 75.752617 194.487946 6.98 62.146938
2019-10-08 20191008 223.198593 135.209915 1189.130005 46.051456 53.571552 49.215435 72.289474 193.412781 6.53 61.116604
2019-10-09 20191009 225.814514 137.77121 1202.310059 46.498173 54.288361 49.957672 73.777931 194.014481 6.54 61.403912
2019-10-10 20191010 228.858124 138.628296 1208.670044 45.81321 55.24411 50.581158 74.393166 195.977402 6.74 62.672012
2019-10-11 20191011 234.945358 139.206314 1215.449951 46.220219 56.637901 51.551014 76.109848 198.068573 6.9 63.395229
2019-10-14 20191014 234.607178 139.076767 1217.140015 45.713936 56.209808 51.105671 75.712929 200.130142 6.73 63.910397
2019-10-15 20191015 234.060135 141.08992 1243.01001 46.021675 56.100296 52.105225 77.221237 201.876053 6.97 64.693054
2019-10-16 20191016 233.115204 139.933838 1243.640015 46.44854 55.632381 51.907291 77.628082 200.445786 6.95 64.742584
